sender,subject,body,dmarc_spf_pass,label,num_links,num_dollar_signs,num_urgent_terms,num_personal_pronouns,domain_match,suspicious_subject,signature_mismatch
billing@beckltd.com,Security Alert: Beck Ltd Account Activity,"
Hello Louis,

Following up on our conversation about the Song senior project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Beck Ltd Services
Account #: 630483691865
Routing #: 516826051

Please direct all future payments to this new account.

Sincerely,
Louis
Regulatory affairs officer
Beck Ltd
                ",0,1,0,0,0,3,1,1,1
security@callahanltd-alerts.com,Invoice 7481: Past Due Payment Notice,"
Hello Gail,

Following up on our conversation about the Will mission project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Callahan Ltd Services
Account #: 30446819233551
Routing #: 512685676

Please direct all future payments to this new account.

Sincerely,
Gail
Materials engineer
Callahan Ltd
                

Best regards,
Gail Hamilton
Energy manager
Callahan Ltd
Phone: (934)394-6919",1,0,0,0,0,3,1,0,1
admin@cain-alvarado.com,Invoice 7769: Past Due Payment Notice,"
Dear Andrew,

We've detected suspicious activity on your Cain-Alvarado account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Cain-Alvarado.com/verify?token=41443adb-76bf-4ecf-b1e5-07389cd60e96

If this wasn't you, contact security immediately: security@Cain-Alvarado.com

Sincerely,
Cain-Alvarado Security Team
                

Best regards,
Andrew Snyder
Land/geomatics surveyor
Cain-Alvarado
Phone: +1-970-431-2986x31531",1,1,1,0,3,2,1,0,1
joel@blankenshipinc.com,Notification: Blankenship Inc - Account Verification Needed,"
Hello Joel,

Following up on our conversation about the Today red project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Blankenship Inc Services
Account #: 2236587759792219
Routing #: 531776499

Please direct all future payments to this new account.

Sincerely,
Joel
Production manager
Blankenship Inc
                

Questions? Visit our FAQ page at https://blankenshipinc.com/faq or call 1-800-8602777",1,0,1,0,0,4,1,0,0
admin@osbornegroup.com,Security Alert: Osborne Group Account Activity,"
Hi Heather,

This is a reminder that your payment for invoice #7450 for $413 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Osborne Group.com/update-payment?token=6df8b5cf-9822-43ed-a33f-09ef71fdfbeb

If you believe this is an error, please contact our billing department.

Best regards,
Osborne Group Billing Department
                

Best regards,
Heather Logan
Travel agency manager
Osborne Group
Phone: 842.607.0553",1,1,1,1,0,1,1,1,1
security@perezcummingsandmele-alerts.com,"Security Alert: Perez, Cummings and Melendez Account Activity","
Dear Thomas,

We've detected suspicious activity on your Perez, Cummings and Melendez account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Perez, Cummings and Melendez.com/verify?token=1086aee1-4cc4-47a8-96a8-d5d3bc731ad7

If this wasn't you, contact security immediately: security@Perez, Cummings and Melendez.com

Sincerely,
Perez, Cummings and Melendez Security Team
                

For your reference, your account number is: 213156702132831",0,0,1,0,3,2,1,1,0
security@mayotoddandmiller-alerts.com,"Notification: Mayo, Todd and Miller - Account Verification Needed","
Hello Anthony,

Following up on our conversation about the Democrat believe project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Mayo, Todd and Miller Services
Account #: 373336071230319
Routing #: 88375434

Please direct all future payments to this new account.

Sincerely,
Anthony
Dramatherapist
Mayo, Todd and Miller
                ",1,1,0,0,0,3,1,0,1
"support@gilbert,brockanddurham.com",Action Required: Update Payment Information,"
Hi Bill,

This is a reminder that your payment for invoice #3338 for $896 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Rhodes LLC.com/update-payment?token=3881af87-f434-4e8e-bea4-d0745b9f2410

If you believe this is an error, please contact our billing department.

Best regards,
Rhodes LLC Billing Department
                ",0,0,1,1,0,1,0,1,0
admin@daviswhiteandmccarth.com,"Notification: Davis, White and Mccarthy - Account Verification Needed","
Hello John,

Following up on our conversation about the Feeling today project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Davis, White and Mccarthy Services
Account #: 2307711767799602
Routing #: 869984056

Please direct all future payments to this new account.

Sincerely,
John
Homeopath
Davis, White and Mccarthy
                

Questions? Visit our FAQ page at https://daviswhiteandmccarth.com/faq or call 1-800-312613

Best regards,
John Wang
Engineer, land
Davis, White and Mccarthy
Phone: 672.297.1312",1,1,1,0,0,4,1,0,1
william.brown@francogloverandbradl.com,"Welcome William to Franco, Glover and Bradley!","
Hello Team,

Quick update on the Deal behind project. Milestones are on track. 
We've completed 39% of the deliverables ahead of schedule.

Meeting scheduled for 2025-05-07 to discuss next steps.

Best regards,
William
Market researcher
Franco, Glover and Bradley
                

Best regards,
William Brown
Personnel officer
Franco, Glover and Bradley
Phone: 001-428-963-9447",0,0,0,0,0,1,1,0,1
mike@bryantbakerandsander.net,Your July 2023 Statement,"
Hi Mike,

Great connecting with you during our meeting about Distributed neutral hierarchy. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-07-22.

Best regards,
Mike
Engineer, biomedical
Bryant, Baker and Sanders
                

Best regards,
Mike Walker
Leisure centre manager
Bryant, Baker and Sanders
Phone: (408)434-5771x60001",1,0,0,0,0,5,1,0,1
billing@newtongroup.com,Welcome Christopher to Newton Group!,"
Hi Christopher,

Great connecting with you during our meeting about Persevering local website. As discussed, 
I've attached the presentation materials for your review.

We're excited about our collaboration and look forward to our next check-in on 2025-01-03.

Best regards,
Christopher
Radio producer
Newton Group
                

Best regards,
Christopher Cohen
Chiropractor
Newton Group
Phone: 818-672-2195",1,0,0,0,0,5,1,0,1
robert@jonesandsons.com,Notification: Jones and Sons - Account Verification Needed,"
Hello Robert,

Following up on our conversation about the Professor operation project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Jones and Sons Services
Account #: 30447630742978
Routing #: 309011890

Please direct all future payments to this new account.

Sincerely,
Robert
Patent examiner
Jones and Sons
                

Best regards,
Robert Cabrera
Primary school teacher
Jones and Sons
Phone: (701)386-1771x2721",0,1,0,0,0,3,1,0,1
security@ramirezclarkandboone-alerts.com,"Notification: Ramirez, Clark and Boone - Account Verification Needed","
Hi Amy,

This is a reminder that your payment for invoice #7855 for $559 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Ramirez, Clark and Boone.com/update-payment?token=b5ee0205-d016-43cb-835d-06856c2ef696

If you believe this is an error, please contact our billing department.

Best regards,
Ramirez, Clark and Boone Billing Department
                

Questions? Visit our FAQ page at https://ramirezclarkandboone.com/faq or call 1-800-837897

Best regards,
Amy Li
Warden/ranger
Ramirez, Clark and Boone
Phone: (747)274-3395x667",0,1,2,1,0,2,1,-1,1
heather@johnsonellisandfletc.com,"Security Alert: Johnson, Ellis and Fletcher Account Activity","
Dear Heather,

We've detected suspicious activity on your Johnson, Ellis and Fletcher account. For your security, 
we've temporarily restricted access until verification is completed.

Please verify your identity at: https://secure.Johnson, Ellis and Fletcher.com/verify?token=02b58d1f-5fd0-4fbc-a7a1-8b924c9f6d0c

If this wasn't you, contact security immediately: security@Johnson, Ellis and Fletcher.com

Sincerely,
Johnson, Ellis and Fletcher Security Team
                

Questions? Visit our FAQ page at https://johnsonellisandfletc.com/faq or call 1-800-8387914",1,0,2,0,3,3,1,1,0
security@edwardsbrownandcox-alerts.com,Invoice 6433: Past Due Payment Notice,"
Hello Lori,

Following up on our conversation about the Field argue project. As discussed, 
we've updated our banking information due to a system upgrade:

New Payment Details:
Account Name: Edwards, Brown and Cox Services
Account #: 378976742824027
Routing #: 797065954

Please direct all future payments to this new account.

Sincerely,
Lori
Engineer, water
Edwards, Brown and Cox
                

For your reference, your account number is: 4880150752076688121

Best regards,
Lori Johnson
Heritage manager
Edwards, Brown and Cox
Phone: (689)400-1970x555",0,1,0,0,0,3,1,0,1
admin@riverakelleyandthomp.com,"Notification: Rivera, Kelley and Thompson - Account Verification Needed","
Hi Edwin,

This is a reminder that your payment for invoice #2424 for $2539 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Rivera, Kelley and Thompson.com/update-payment?token=8280a015-53cf-4e0b-954e-ac01f7e2b82f

If you believe this is an error, please contact our billing department.

Best regards,
Rivera, Kelley and Thompson Billing Department
                

Best regards,
Edwin Atkins
Restaurant manager, fast food
Rivera, Kelley and Thompson
Phone: +1-648-336-7496x56585",0,1,1,1,0,1,1,0,1
billing@munozmontesandford.com,"Welcome Angela to Munoz, Montes and Ford!","
Dear Angela,

Your April 2022 statement is now available in your secure portal. You can 
access it by logging into your account at https://portal.Munoz, Montes and Ford.com/statements.

If you have any questions about your statement, please reply to this email.

Thank you for your business.

Sincerely,
Munoz, Montes and Ford Billing Department
                

Best regards,
Angela Jones
Teacher, secondary school
Munoz, Montes and Ford
Phone: +1-639-878-6330x10936",0,0,1,0,0,0,1,0,1
support@boyd-zimmerman.com,Action Required: Update Payment Information,"
Hi Leslie,

This is a reminder that your payment for invoice #3283 for $2778 is past due.
To avoid service interruption, please update your payment information.

Please click here to update your payment method: 
https://billing.Boyd-Zimmerman.com/update-payment?token=64fcc1ec-35fb-4309-91da-407be4e86e5b

If you believe this is an error, please contact our billing department.

Best regards,
Boyd-Zimmerman Billing Department
                ",1,1,1,1,0,1,1,1,1
